description,year,value
CPIH WEIGHTS 04.9 : Council Tax and rates,1988,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1989,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1990,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1991,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1992,23.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1993,32.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1994,18.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1995,21.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1996,19.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1997,20.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1998,21.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,1999,21.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2000,21.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2001,22.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2002,23.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2003,24.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2004,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2005,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2006,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2007,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2008,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2009,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2010,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2011,27.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2012,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2013,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2014,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2015,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2016,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2017,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2018,25.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2019,26.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2020,27.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2021,32.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2022,30.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2023,27.0000
CPIH WEIGHTS 04.9 : Council Tax and rates,2024,27.9164
CPIH WEIGHTS 04.9 : Council Tax and rates,2025,28.0346
CPIH WEIGHTS 04.9 : Council Tax and rates,2026,28.5468
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1988,47.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1989,48.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1990,45.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1991,40.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1992,40.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1993,39.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1994,38.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1995,39.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1996,36.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1997,35.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1998,34.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",1999,33.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2000,25.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2001,24.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2002,23.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2003,23.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2004,21.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2005,22.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2006,25.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2007,31.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2008,29.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2009,37.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2010,37.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2011,36.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2012,44.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2013,40.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2014,37.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2015,34.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2016,28.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2017,27.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2018,27.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2019,26.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2020,27.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2021,26.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2022,29.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2023,41.0000
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2024,33.0031
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2025,26.9719
"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",2026,24.9025
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1988,6.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1989,6.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1990,6.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1991,7.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1992,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1993,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1994,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1995,10.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1996,10.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1997,10.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1998,11.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,1999,12.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2000,10.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2001,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2002,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2003,7.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2004,7.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2005,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2006,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2007,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2008,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2009,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2010,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2011,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2012,8.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2013,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2014,10.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2015,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2016,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2017,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2018,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2019,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2020,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2021,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2022,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2023,9.0000
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2024,7.5078
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2025,7.8039
CPIH WEIGHTS 04.4 : WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,2026,9.2598
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1988,16.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1989,15.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1990,17.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1991,20.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1992,22.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1993,23.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1994,22.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1995,22.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1996,30.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1997,31.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1998,31.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",1999,33.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2000,26.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2001,27.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2002,23.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2003,22.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2004,25.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2005,20.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2006,25.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2007,23.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2008,22.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2009,21.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2010,20.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2011,18.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2012,16.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2013,16.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2014,17.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2015,16.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2016,16.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2017,18.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2018,18.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2019,22.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2020,17.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2021,17.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2022,25.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2023,23.0000
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2024,20.4644
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2025,16.7661
"CPIH WEIGHTS 05.1 : FURNITURE, FURNISHINGS AND CARPETS",2026,14.6958
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1988,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1989,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1990,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1991,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1992,7.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1993,8.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1994,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1995,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1996,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1997,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1998,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,1999,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2000,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2001,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2002,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2003,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2004,7.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2005,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2006,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2007,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2008,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2009,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2010,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2011,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2012,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2013,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2014,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2015,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2016,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2017,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2018,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2019,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2020,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2021,6.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2022,4.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2023,5.0000
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2024,4.7929
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2025,4.4706
CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES,2026,3.7861
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1988,15.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1989,14.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1990,13.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1991,11.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1992,12.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1993,11.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1994,12.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1995,11.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1996,11.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1997,11.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1998,11.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",1999,12.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2000,10.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2001,9.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2002,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2003,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2004,8.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2005,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2006,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2007,6.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2008,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2009,8.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2010,8.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2011,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2012,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2013,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2014,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2015,6.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2016,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2017,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2018,7.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2019,8.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2020,8.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2021,9.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2022,12.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2023,9.0000
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2024,7.6821
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2025,7.9538
"CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES, FITTINGS AND REPAIRS",2026,8.4878
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1988,8.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1989,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1990,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1991,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1992,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1993,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1994,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1995,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1996,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1997,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1998,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",1999,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2000,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2001,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2002,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2003,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2004,7.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2005,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2006,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2007,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2008,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2009,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2010,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2011,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2012,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2013,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2014,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2015,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2016,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2017,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2018,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2019,4.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2020,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2021,6.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2022,7.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2023,5.0000
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2024,4.7185
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2025,5.0642
"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",2026,4.1243
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1988,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1989,6.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1990,6.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1991,6.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1992,7.0000
